model_id,model_family,model_family_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,component_count,cycle,n_observations,races,mae,rmse,mean_error_dem,brier,winner_accuracy,mean_error,absolute_mean_error
generic_plus_approval__gb_p0_65__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,0.8,0.0,2,2012,32,32,10.09300193605678,13.282343557344106,0.4965079892133131,0.09959837173797569,0.875,0.4965079892133131,0.4965079892133131
generic_plus_approval__gb_p0_65__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.65,1.0,0.0,2,2012,32,32,10.122168602723445,13.307961361895266,0.9631746558799796,0.09666471310065665,0.875,0.9631746558799796,0.9631746558799796
generic_plus_approval__gb_p0_70__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.0,0.0,2,2012,32,32,10.228851287834129,13.344623193141034,-1.380158677453354,0.11309128325352263,0.84375,-1.380158677453354,1.380158677453354
generic_plus_approval__gb_p0_70__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.2,0.0,2,2012,32,32,10.170517954500795,13.304457818556113,-0.9134920107866863,0.10949049765325608,0.875,-0.9134920107866863,0.9134920107866863
generic_plus_approval__gb_p0_70__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.4,0.0,2,2012,32,32,10.131038594430898,13.280579169603854,-0.4468253441200205,0.10604940483832939,0.875,-0.4468253441200205,0.4468253441200205
generic_plus_approval__gb_p0_70__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.6,0.0,2,2012,32,32,10.101871927764229,13.273075147457286,0.0198413225466465,0.1027722790265544,0.875,0.0198413225466465,0.0198413225466465
generic_plus_approval__gb_p0_70__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,0.8,0.0,2,2012,32,32,10.09237693605678,13.281973506054596,0.48650798921331306,0.09966312975201422,0.875,0.48650798921331306,0.48650798921331306
generic_plus_approval__gb_p0_70__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.7,1.0,0.0,2,2012,32,32,10.121543602723445,13.307241341336669,0.9531746558799801,0.09672575009604802,0.875,0.9531746558799801,0.9531746558799801
generic_plus_approval__gb_p0_75__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.0,0.0,2,2012,32,32,10.230101287834128,13.345661142875862,-1.3901586774533539,0.11317015745382314,0.84375,-1.3901586774533539,1.3901586774533539
generic_plus_approval__gb_p0_75__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.2,0.0,2,2012,32,32,10.171767954500794,13.305148164750165,-0.923492010786687,0.10956599879166865,0.875,-0.923492010786687,0.923492010786687
generic_plus_approval__gb_p0_75__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.4,0.0,2,2012,32,32,10.131663594430897,13.280919380336522,-0.4568253441200205,0.10612143815921585,0.875,-0.4568253441200205,0.4568253441200205
generic_plus_approval__gb_p0_75__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.6,0.0,2,2012,32,32,10.10249692776423,13.273063965927282,0.009841322546646492,0.10284075586007628,0.875,0.009841322546646492,0.009841322546646492
generic_plus_approval__gb_p0_75__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,0.8,0.0,2,2012,32,32,10.091751936056781,13.281610973663998,0.4765079892133137,0.09972796664586625,0.875,0.4765079892133137,0.4765079892133137
generic_plus_approval__gb_p0_75__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.75,1.0,0.0,2,2012,32,32,10.120918602723446,13.30652879692755,0.9431746558799798,0.0967868676386624,0.875,0.9431746558799798,0.9431746558799798
generic_plus_approval__gb_p0_80__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.0,0.0,2,2012,32,32,10.231351287834128,13.346706504378364,-1.4001586774533539,0.11324910284901357,0.84375,-1.4001586774533539,1.4001586774533539
generic_plus_approval__gb_p0_80__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.2,0.0,2,2012,32,32,10.173017954500795,13.305845990622707,-0.9334920107866869,0.10964157322635346,0.875,-0.9334920107866869,0.9334920107866869
generic_plus_approval__gb_p0_80__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.4,0.0,2,2012,32,32,10.132288594430896,13.2812671117586,-0.4668253441200203,0.10619354674059875,0.875,-0.4668253441200203,0.4668253441200203
generic_plus_approval__gb_p0_80__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.6,0.0,2,2012,32,32,10.10312192776423,13.273060318447527,-0.0001586774533532953,0.10290930979574808,0.875,-0.0001586774533532953,0.0001586774533532953
generic_plus_approval__gb_p0_80__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,0.8,0.0,2,2012,32,32,10.09112693605678,13.281255960788034,0.46650798921331305,0.09979288238312087,0.875,0.46650798921331305,0.46650798921331305
generic_plus_approval__gb_p0_80__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.8,1.0,0.0,2,2012,32,32,10.120293602723446,13.305823729868983,0.9331746558799789,0.09684806569331225,0.875,0.9331746558799789,0.9331746558799789
generic_plus_approval__gb_p0_85__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.0,0.0,2,2012,32,32,10.232601287834129,13.34775927590713,-1.4101586774533548,0.11332811939250503,0.84375,-1.4101586774533548,1.4101586774533548
generic_plus_approval__gb_p0_85__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.2,0.0,2,2012,32,32,10.174267954500795,13.306551294996991,-0.9434920107866869,0.10971722091375556,0.875,-0.9434920107866869,0.9434920107866869
generic_plus_approval__gb_p0_85__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.4,0.0,2,2012,32,32,10.132913594430896,13.281622363279382,-0.47682534412001987,0.10626573054173943,0.875,-0.47682534412001987,0.47682534412001987
generic_plus_approval__gb_p0_85__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.6,0.0,2,2012,32,32,10.103746927764231,13.273064205024228,-0.010158677453353526,0.10297794079524916,0.875,-0.010158677453353526,0.010158677453353526
generic_plus_approval__gb_p0_85__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,0.8,0.0,2,2012,32,32,10.09050193605678,13.280908468029716,0.45650798921331237,0.09985787692733357,0.875,0.45650798921331237,0.45650798921331237
generic_plus_approval__gb_p0_85__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.85,1.0,0.0,2,2012,32,32,10.119668602723447,13.305126141349692,0.92317465587998,0.09690934422479094,0.875,0.92317465587998,0.92317465587998
generic_plus_approval__gb_p0_90__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.0,0.0,2,2012,32,32,10.233851287834128,13.348819455708954,-1.4201586774533534,0.11340720703764273,0.84375,-1.4201586774533534,1.4201586774533534
generic_plus_approval__gb_p0_90__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.2,0.0,2,2012,32,32,10.175517954500794,13.307264076683904,-0.9534920107866871,0.10979294181025656,0.875,-0.9534920107866871,0.9534920107866871
generic_plus_approval__gb_p0_90__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.4,0.0,2,2012,32,32,10.133538594430895,13.281985134295452,-0.48682534412002054,0.10633798952184245,0.875,-0.48682534412002054,0.48682534412002054
generic_plus_approval__gb_p0_90__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.6,0.0,2,2012,32,32,10.10437192776423,13.273075625650765,-0.0201586774533542,0.10304664882021217,0.875,-0.0201586774533542,0.0201586774533542
generic_plus_approval__gb_p0_90__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,0.8,0.0,2,2012,32,32,10.089876936056779,13.280568495979347,0.44650798921331347,0.09992295024202622,0.875,0.44650798921331347,0.44650798921331347
generic_plus_approval__gb_p0_90__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.9,1.0,0.0,2,2012,32,32,10.119043602723448,13.304436032546038,0.9131746558799791,0.09697070319787252,0.875,0.9131746558799791,0.9131746558799791
generic_plus_approval__gb_p0_95__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.0,0.0,2,2012,32,32,10.235101287834128,13.349887042018855,-1.4301586774533535,0.11348636573770596,0.84375,-1.4301586774533535,1.4301586774533535
generic_plus_approval__gb_p0_95__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.2,0.0,2,2012,32,32,10.176767954500795,13.307984334481972,-0.963492010786687,0.1098687358721745,0.875,-0.963492010786687,0.963492010786687
generic_plus_approval__gb_p0_95__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.4,0.0,2,2012,32,32,10.134163594430897,13.282355424190689,-0.4968253441200208,0.10641032364005537,0.875,-0.4968253441200208,0.4968253441200208
generic_plus_approval__gb_p0_95__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.6,0.0,2,2012,32,32,10.10499692776423,13.273094580307697,-0.0301586774533531,0.10311543383222303,0.875,-0.0301586774533531,0.0301586774533531
generic_plus_approval__gb_p0_95__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,0.8,0.0,2,2012,32,32,10.08925193605678,13.280236045214517,0.436507989213313,0.09998810229068647,0.875,0.436507989213313,0.436507989213313
generic_plus_approval__gb_p0_95__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,0.95,1.0,0.0,2,2012,32,32,10.118418602723446,13.303753404622011,0.9031746558799801,0.0970321425773111,0.875,0.9031746558799801,0.9031746558799801
generic_plus_approval__gb_p1_00__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.0,0.0,2,2012,32,32,10.236351287834129,13.35096203306009,-1.4401586774533537,0.11356559544590815,0.84375,-1.4401586774533537,1.4401586774533537
generic_plus_approval__gb_p1_00__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.2,0.0,2,2012,32,32,10.178017954500795,13.3087120671774,-0.9734920107866875,0.10994460305576376,0.875,-0.9734920107866875,0.9734920107866875
generic_plus_approval__gb_p1_00__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.4,0.0,2,2012,32,32,10.134788594430896,13.282733232336264,-0.5068253441200198,0.10648273285546875,0.875,-0.5068253441200198,0.5068253441200198
generic_plus_approval__gb_p1_00__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.6,0.0,2,2012,32,32,10.10562192776423,13.273121068962741,-0.040158677453353775,0.10318429579282051,0.875,-0.040158677453353775,0.040158677453353775
generic_plus_approval__gb_p1_00__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,0.8,0.0,2,2012,32,32,10.08862693605678,13.279911116300086,0.4265079892133137,0.10005333303676776,0.875,0.4265079892133137,0.4265079892133137
generic_plus_approval__gb_p1_00__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.0,1.0,0.0,2,2012,32,32,10.117793602723445,13.303078258729222,0.8931746558799794,0.09709366232784086,0.875,0.8931746558799794,0.8931746558799794
generic_plus_approval__gb_p1_05__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.0,0.0,2,2012,32,32,10.237601287834128,13.352044427044163,-1.4501586774533546,0.11364489611539677,0.84375,-1.4501586774533546,1.4501586774533546
generic_plus_approval__gb_p1_05__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.2,0.0,2,2012,32,32,10.179267954500794,13.309447273544047,-0.9834920107866872,0.11002054331721511,0.875,-0.9834920107866872,0.9834920107866872
generic_plus_approval__gb_p1_05__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.4,0.0,2,2012,32,32,10.135413594430897,13.283118558090663,-0.5168253441200207,0.10655521712711573,0.875,-0.5168253441200207,0.5168253441200207
generic_plus_approval__gb_p1_05__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.6,0.0,2,2012,32,32,10.10624692776423,13.273155091570795,-0.05015867745335356,0.10325323466349617,0.875,-0.05015867745335356,0.05015867745335356
generic_plus_approval__gb_p1_05__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,0.8,0.0,2,2012,32,32,10.08800193605678,13.279593709788202,0.4165079892133128,0.10011864244368882,0.875,0.4165079892133128,0.4165079892133128
generic_plus_approval__gb_p1_05__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.05,1.0,0.0,2,2012,32,32,10.117168602723446,13.302410596006895,0.8831746558799802,0.09715526241417555,0.875,0.8831746558799802,0.8831746558799802
generic_plus_approval__gb_p1_10__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.0,0.0,2,2012,32,32,10.238851287834128,13.353134222170842,-1.4601586774533533,0.1137242676992534,0.84375,-1.4601586774533533,1.4601586774533533
generic_plus_approval__gb_p1_10__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.2,0.0,2,2012,32,32,10.180517954500795,13.31018995234346,-0.9934920107866875,0.11009655661265536,0.875,-0.9934920107866875,0.9934920107866875
generic_plus_approval__gb_p1_10__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.4,0.0,2,2012,32,32,10.136038594430897,13.283511400799677,-0.5268253441200208,0.106627776413972,0.875,-0.5268253441200208,0.5268253441200208
generic_plus_approval__gb_p1_10__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.6,0.0,2,2012,32,32,10.10687192776423,13.27319664807392,-0.06015867745335379,0.10332225040569393,0.875,-0.06015867745335379,0.06015867745335379
generic_plus_approval__gb_p1_10__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,0.8,0.0,2,2012,32,32,10.08737693605678,13.279283826218268,0.4065079892133132,0.10018403047483343,0.875,0.4065079892133132,0.4065079892133132
generic_plus_approval__gb_p1_10__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.1,1.0,0.0,2,2012,32,32,10.116543602723446,13.30175041758185,0.8731746558799793,0.09721694280100825,0.875,0.8731746558799793,0.8731746558799793
generic_plus_approval__gb_p1_15__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.0,0.0,2,2012,32,32,10.240101287834129,13.354231416628185,-1.4701586774533542,0.11380371015049377,0.84375,-1.4701586774533542,1.4701586774533542
generic_plus_approval__gb_p1_15__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.2,0.0,2,2012,32,32,10.181767954500796,13.310940102324874,-1.0034920107866871,0.11017264289814754,0.875,-1.0034920107866871,1.0034920107866871
generic_plus_approval__gb_p1_15__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.4,0.0,2,2012,32,32,10.136663594430896,13.283911759796412,-0.5368253441200204,0.10670041067495563,0.875,-0.5368253441200204,0.5368253441200204
generic_plus_approval__gb_p1_15__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.6,0.0,2,2012,32,32,10.10749692776423,13.273245738401359,-0.07015867745335314,0.10339134298080996,0.875,-0.07015867745335314,0.07015867745335314
generic_plus_approval__gb_p1_15__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,0.8,0.0,2,2012,32,32,10.08675193605678,13.278981466116964,0.3965079892133132,0.10024949709355012,0.875,0.3965079892133132,0.3965079892133132
generic_plus_approval__gb_p1_15__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.15,1.0,0.0,2,2012,32,32,10.115918602723447,13.301097724568502,0.8631746558799791,0.09727870345301104,0.875,0.8631746558799791,0.8631746558799791
generic_plus_approval__gb_p1_20__approval_p0_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,0.0,0.0,2,2012,32,32,10.241351287834128,13.35533600859253,-1.4801586774533535,0.11388322342206766,0.84375,-1.4801586774533535,1.4801586774533535
generic_plus_approval__gb_p1_20__approval_p0_20__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,0.2,0.0,2,2012,32,32,10.183017954500794,13.311697722225226,-1.0134920107866874,0.11024880212969063,0.875,-1.0134920107866874,1.0134920107866874
generic_plus_approval__gb_p1_20__approval_p0_40__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,0.4,0.0,2,2012,32,32,10.137288594430897,13.284319634401296,-0.5468253441200199,0.10677311986892685,0.875,-0.5468253441200199,0.5468253441200199
generic_plus_approval__gb_p1_20__approval_p0_60__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,0.6,0.0,2,2012,32,32,10.10812192776423,13.273302362469519,-0.08015867745335381,0.1034605123501923,0.875,-0.08015867745335381,0.08015867745335381
generic_plus_approval__gb_p1_20__approval_p0_80__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,0.8,0.0,2,2012,32,32,10.086126936056779,13.278686629998221,0.38650798921331253,0.10031504226315197,0.875,0.38650798921331253,0.38650798921331253
generic_plus_approval__gb_p1_20__approval_p1_00__midterm_p0_00,generic_plus_approval,Generic ballot + approval,1.2,1.0,0.0,2,2012,32,32,10.115293602723447,13.30045251806884,0.8531746558799802,0.09734054433483466,0.875,0.8531746558799802,0.8531746558799802
generic_plus_approval_plus_midterm__gb_p0_00__approval_p0_00__midterm_m1_00,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.0,-1.0,3,2012,32,32,10.211351287834129,13.330871079461787,-1.2401586774533535,0.11199454584577878,0.84375,-1.2401586774533535,1.2401586774533535
